ccgcode,indicator_group,Register_description,disease_register_size,ccg_listsize,prevalence
11T,DEP,Depression,13276,213791,6.2098030319
11T,DM,Diabetes,9885,213791,4.6236745232
11T,EP,Epilepsy,1420,213791,0.6642000833
11T,HF,Heart Failure,1753,213791,0.8199596802
11T,HF,Heart Failure due to LVD,317,213791,0.1482756524
11T,HYP,Hypertension,33172,213791,15.516088142
11T,LD,Learning  Disabilities,821,213791,0.3840199073
11T,MH,Mental Health,1694,213791,0.7923626345
11T,OB,Obesity,15585,213791,7.289829787
11T,OST,Osteoporosis,491,213791,0.2296635499
11T,PAD,Peripheral Atrial Disease,1584,213791,0.7409105154
11T,PC,Palliative Care,680,213791,0.3180676455
11T,RA,Rheumatoid Arthritis,1573,213791,0.7357653035
11T,SMOK,Smoking Indicators,55885,213791,26.140015249
11T,STIA,Stroke,4855,213791,2.2709094396
11T,THY,Thyroid,8547,213791,3.9978296561
11X,AF,Atrial Fibrillation,12098,551656,2.1930333396
11X,AST,Asthma,35003,551656,6.3450773671
11X,CAN,Cancer,15349,551656,2.7823498702
11X,CHD,Coronary Heart Disease,21269,551656,3.8554824021
11X,CKD,Chronic Kidney Disease,22717,551656,4.1179648187
11X,COPD,Chronic Obstructive Pulmonary Disease,11029,551656,1.9992531578
11X,CVDPP,Cardiovascular Disease - Primary Prevention,19105,551656,3.4632089563
11X,DEM,Dementia,4494,551656,0.8146381078
11X,DEP,Depression,31117,551656,5.6406528706
11X,DM,Diabetes,28516,551656,5.1691633917
11X,EP,Epilepsy,3721,551656,0.6745145525
11X,HF,Heart Failure,4563,551656,0.8271459025
11X,HF,Heart Failure due to LVD,812,551656,0.1471931784
11X,HYP,Hypertension,88724,551656,16.083211277
11X,LD,Learning  Disabilities,2331,551656,0.4225459344
11X,MH,Mental Health,4081,551656,0.7397726119
11X,OB,Obesity,40526,551656,7.3462447612
11X,OST,Osteoporosis,1137,551656,0.2061067042
11X,PAD,Peripheral Atrial Disease,4452,551656,0.8070246675
11X,PC,Palliative Care,1360,551656,0.2465304465
11X,RA,Rheumatoid Arthritis,3863,551656,0.7002552315
11X,SMOK,Smoking Indicators,154981,551656,28.093775831
11X,STIA,Stroke,12369,551656,2.2421581565
11X,THY,Thyroid,22032,551656,3.9937932335
12A,AF,Atrial Fibrillation,4465,260723,1.7125454985
12A,AST,Asthma,17313,260723,6.6403807873
12A,CAN,Cancer,6270,260723,2.4048511255
12A,CHD,Coronary Heart Disease,7797,260723,2.9905301795
12A,CKD,Chronic Kidney Disease,11043,260723,4.2355296617
12A,COPD,Chronic Obstructive Pulmonary Disease,3745,260723,1.4363903453
12A,CVDPP,Cardiovascular Disease - Primary Prevention,8140,260723,3.1220874261
12A,DEM,Dementia,1670,260723,0.6405265358
12A,DEP,Depression,14128,260723,5.4187777833
12A,DM,Diabetes,11192,260723,4.2926784365
12A,EP,Epilepsy,1549,260723,0.5941171281
12A,HF,Heart Failure,1603,260723,0.6148287646
12A,HF,Heart Failure due to LVD,408,260723,0.1564879201
12A,HYP,Hypertension,36490,260723,13.995696582
12A,LD,Learning  Disabilities,878,260723,0.3367558673
12A,MH,Mental Health,1394,260723,0.5346670604
12A,OB,Obesity,19841,260723,7.609992214
12A,OST,Osteoporosis,531,260723,0.2036644255
12A,PAD,Peripheral Atrial Disease,1630,260723,0.6251845829
12A,PC,Palliative Care,531,260723,0.2036644255
12A,RA,Rheumatoid Arthritis,1475,260723,0.5657345152
12A,SMOK,Smoking Indicators,65117,260723,24.975548762
12A,STIA,Stroke,4512,260723,1.7305722932
12A,THY,Thyroid,8836,260723,3.3890374075
12D,AF,Atrial Fibrillation,3179,226763,1.4019041907
12D,AST,Asthma,14482,226763,6.3864034256
12D,CAN,Cancer,4150,226763,1.8301045585
12D,CHD,Coronary Heart Disease,6294,226763,2.7755850822
12D,CKD,Chronic Kidney Disease,4223,226763,1.8622967592
12D,COPD,Chronic Obstructive Pulmonary Disease,3715,226763,1.6382743216
12D,CVDPP,Cardiovascular Disease - Primary Prevention,6312,226763,2.7835228851
12D,DEM,Dementia,1158,226763,0.5106653202
12D,DEP,Depression,11869,226763,5.2340990373
12D,DM,Diabetes,11665,226763,5.1441372711
12D,EP,Epilepsy,1373,226763,0.605477966
12D,HF,Heart Failure,1217,226763,0.5366836741
12D,HF,Heart Failure due to LVD,297,226763,0.1309737479
12D,HYP,Hypertension,30611,226763,13.499115817
12D,LD,Learning  Disabilities,752,226763,0.3316237658
12D,MH,Mental Health,1656,226763,0.7302778672
12D,OB,Obesity,19269,226763,8.4974180091
12D,OST,Osteoporosis,250,226763,0.1102472626
12D,PAD,Peripheral Atrial Disease,1350,226763,0.5953352178
12D,PC,Palliative Care,267,226763,0.1177440764
12D,RA,Rheumatoid Arthritis,1211,226763,0.5340377398
12D,SMOK,Smoking Indicators,52263,226763,23.047410733
12D,STIA,Stroke,3321,226763,1.4645246359
12D,THY,Thyroid,5241,226763,2.3112236123
12F,AF,Atrial Fibrillation,6868,332309,2.0667511262
12F,AST,Asthma,21073,332309,6.3413870825
12F,CAN,Cancer,7521,332309,2.2632549826
12F,CHD,Coronary Heart Disease,12829,332309,3.8605635117
12F,CKD,Chronic Kidney Disease,12911,332309,3.8852393405
12F,COPD,Chronic Obstructive Pulmonary Disease,7643,332309,2.2999678011
12F,CVDPP,Cardiovascular Disease - Primary Prevention,10244,332309,3.0826730543
12F,DEM,Dementia,2315,332309,0.6966407771
12F,DEP,Depression,19880,332309,5.9823838656
12F,DM,Diabetes,17450,332309,5.2511367432
12F,EP,Epilepsy,2522,332309,0.7589321986
12F,HF,Heart Failure,2542,332309,0.7649506935
12F,HF,Heart Failure due to LVD,476,332309,0.1432401771
12F,HYP,Hypertension,48840,332309,14.697164386
12F,LD,Learning  Disabilities,1548,332309,0.4658315002
12F,MH,Mental Health,3035,332309,0.9133065912
12F,OB,Obesity,28486,332309,8.572142193
12F,OST,Osteoporosis,490,332309,0.1474531234
12F,PAD,Peripheral Atrial Disease,2804,332309,0.8437929758
12F,PC,Palliative Care,1822,332309,0.5482848794
12F,RA,Rheumatoid Arthritis,1888,332309,0.5681459124
12F,SMOK,Smoking Indicators,85289,332309,25.665570298
12F,STIA,Stroke,7080,332309,2.1305471715
12F,THY,Thyroid,12159,332309,3.6589439347
13P,AF,Atrial Fibrillation,9475,740338,1.2798208386
13P,AST,Asthma,46006,740338,6.2141886544
13P,CAN,Cancer,13001,740338,1.756089786
13P,CHD,Coronary Heart Disease,22884,740338,3.0910205879
13P,CKD,Chronic Kidney Disease,22661,740338,3.0608992109
13P,COPD,Chronic Obstructive Pulmonary Disease,12055,740338,1.6283103123
13P,CVDPP,Cardiovascular Disease - Primary Prevention,17402,740338,2.3505479929
13P,DEM,Dementia,3806,740338,0.5140895105
13P,DEP,Depression,34681,740338,4.6844819528
13P,DM,Diabetes,43968,740338,5.9389089848
13P,EP,Epilepsy,4685,740338,0.6328190637
13P,HF,Heart Failure,4684,740338,0.6326839903
13P,HF,Heart Failure due to LVD,1118,740338,0.1510121053
13P,HYP,Hypertension,94964,740338,12.827114102
13P,LD,Learning  Disabilities,3372,740338,0.4554676378
13P,MH,Mental Health,7558,740338,1.0208850552
13P,OB,Obesity,57204,740338,7.7267410291
13P,OST,Osteoporosis,932,740338,0.1258884455
13P,PAD,Peripheral Atrial Disease,4566,740338,0.6167453244
13P,PC,Palliative Care,1725,740338,0.233001683
13P,RA,Rheumatoid Arthritis,4205,740338,0.5679838128
13P,SMOK,Smoking Indicators,169970,740338,22.9584325
13P,STIA,Stroke,11454,740338,1.5471311752
13P,THY,Thyroid,21650,740338,2.9243399636
99A,AF,Atrial Fibrillation,7676,500087,1.5349329217
99A,AST,Asthma,28006,500087,5.6002255608
99A,CAN,Cancer,9824,500087,1.9644581843
99A,CHD,Coronary Heart Disease,18447,500087,3.6887581561
99A,CKD,Chronic Kidney Disease,20108,500087,4.0209003633
99A,COPD,Chronic Obstructive Pulmonary Disease,14226,500087,2.8447050213
99A,CVDPP,Cardiovascular Disease - Primary Prevention,15252,500087,3.0498693227
99A,DEM,Dementia,2958,500087,0.5914970795
99A,DEP,Depression,28887,500087,5.7763949073
99A,DM,Diabetes,24123,500087,4.8237606656
99A,EP,Epilepsy,3986,500087,0.7970613113
99A,HF,Heart Failure,3953,500087,0.7904624595
99A,HF,Heart Failure due to LVD,1367,500087,0.2733524367
99A,HYP,Hypertension,67396,500087,13.476855027
99A,LD,Learning  Disabilities,2078,500087,0.4155276982
99A,MH,Mental Health,6253,500087,1.2503824335
99A,OB,Obesity,43542,500087,8.706885002
99A,OST,Osteoporosis,594,500087,0.1187793324
99A,PAD,Peripheral Atrial Disease,4309,500087,0.8616500729
99A,PC,Palliative Care,1634,500087,0.3267431467
99A,RA,Rheumatoid Arthritis,2999,500087,0.599695653
99A,SMOK,Smoking Indicators,118812,500087,23.758266062
99A,STIA,Stroke,8666,500087,1.7328984757
99A,THY,Thyroid,12800,500087,2.5595546375
99C,AF,Atrial Fibrillation,3708,215788,1.7183531985
99C,AST,Asthma,13683,215788,6.340945743
99C,CAN,Cancer,5155,215788,2.3889187536
99C,CHD,Coronary Heart Disease,9603,215788,4.4502011233
99C,CKD,Chronic Kidney Disease,9163,215788,4.2462972918
99C,COPD,Chronic Obstructive Pulmonary Disease,5164,215788,2.3930895138
99C,CVDPP,Cardiovascular Disease - Primary Prevention,5807,215788,2.6910671585
99C,DEM,Dementia,1645,215788,0.7623222793
99C,DEP,Depression,10521,215788,4.8756186628
99C,DM,Diabetes,11678,215788,5.4117930561
99C,EP,Epilepsy,1658,215788,0.7683467107
99C,HF,Heart Failure,1802,215788,0.8350788737
99C,HF,Heart Failure due to LVD,524,215788,0.2428309267
99C,HYP,Hypertension,33078,215788,15.328933954
99C,LD,Learning  Disabilities,1144,215788,0.530149962
99C,MH,Mental Health,1703,215788,0.7892005116
99C,OB,Obesity,21158,215788,9.8049937902
99C,OST,Osteoporosis,443,215788,0.2052940849
99C,PAD,Peripheral Atrial Disease,2187,215788,1.0134947263
99C,PC,Palliative Care,1135,215788,0.5259792018
99C,RA,Rheumatoid Arthritis,1490,215788,0.6904925204
99C,SMOK,Smoking Indicators,56397,215788,26.135373607
99C,STIA,Stroke,5173,215788,2.397260274
99C,THY,Thyroid,8054,215788,3.7323669527
99D,AF,Atrial Fibrillation,3164,159754,1.9805450881
99D,AST,Asthma,9989,159754,6.2527385856
99D,CAN,Cancer,4445,159754,2.7824029445
99D,CHD,Coronary Heart Disease,6578,159754,4.1175807804
99D,CKD,Chronic Kidney Disease,6995,159754,4.3786071084
99D,COPD,Chronic Obstructive Pulmonary Disease,3144,159754,1.9680258397
99D,CVDPP,Cardiovascular Disease - Primary Prevention,5369,159754,3.360792218
99D,DEM,Dementia,1206,159754,0.7549106752
99D,DEP,Depression,10009,159754,6.2652578339
99D,DM,Diabetes,9000,159754,5.6336617549
99D,EP,Epilepsy,949,159754,0.5940383339
99D,HF,Heart Failure,1413,159754,0.8844848955
99D,HF,Heart Failure due to LVD,388,159754,0.2428734179
99D,HYP,Hypertension,26967,159754,16.880328505
99D,LD,Learning  Disabilities,502,159754,0.3142331334
99D,MH,Mental Health,952,159754,0.5959162212
99D,OB,Obesity,15184,159754,9.504613343
99D,OST,Osteoporosis,380,159754,0.2378657185
99D,PAD,Peripheral Atrial Disease,1078,159754,0.6747874858
99D,PC,Palliative Care,413,159754,0.2585224783
99D,RA,Rheumatoid Arthritis,1064,159754,0.6660240119
99D,SMOK,Smoking Indicators,43281,159754,27.09227938
99D,STIA,Stroke,3245,159754,2.0312480439
99D,THY,Thyroid,6330,159754,3.962342101
99E,AF,Atrial Fibrillation,4155,267673,1.5522671319
99E,AST,Asthma,16503,267673,6.1653584784
99E,CAN,Cancer,5671,267673,2.1186298207
99E,CHD,Coronary Heart Disease,8533,267673,3.1878448704
99E,CKD,Chronic Kidney Disease,8691,267673,3.2468721164
99E,COPD,Chronic Obstructive Pulmonary Disease,5023,267673,1.8765433944
99E,CVDPP,Cardiovascular Disease - Primary Prevention,8283,267673,3.0944473294
99E,DEM,Dementia,1502,267673,0.5611324265
99E,DEP,Depression,15775,267673,5.893384839
99E,DM,Diabetes,12584,267673,4.7012586253
99E,EP,Epilepsy,1646,267673,0.6149294101
99E,HF,Heart Failure,2111,267673,0.7886488365
99E,HF,Heart Failure due to LVD,562,267673,0.2099576722
99E,HYP,Hypertension,40337,267673,15.06950645
99E,LD,Learning  Disabilities,1022,267673,0.3818091477
99E,MH,Mental Health,2124,267673,0.7935055086
99E,OB,Obesity,20133,267673,7.5214907742
99E,OST,Osteoporosis,315,267673,0.1176809017
99E,PAD,Peripheral Atrial Disease,1273,267673,0.4755802789
99E,PC,Palliative Care,466,267673,0.1740930165
99E,RA,Rheumatoid Arthritis,1886,267673,0.7045910495
99E,SMOK,Smoking Indicators,66072,267673,24.683849324
99E,STIA,Stroke,4747,267673,1.7734325091
99E,THY,Thyroid,11876,267673,4.4367567891
99F,AF,Atrial Fibrillation,3442,180674,1.9050887233
99F,AST,Asthma,10774,180674,5.9632265849
99F,CAN,Cancer,4133,180674,2.287545524
99F,CHD,Coronary Heart Disease,6718,180674,3.7182992572
99F,CKD,Chronic Kidney Disease,4303,180674,2.3816376457
99F,COPD,Chronic Obstructive Pulmonary Disease,3742,180674,2.071133644
99F,CVDPP,Cardiovascular Disease - Primary Prevention,5991,180674,3.3159170661
99F,DEM,Dementia,1020,180674,0.5645527303
99F,DEP,Depression,8387,180674,4.6420624993
99F,DM,Diabetes,9926,180674,5.4938729424
99F,EP,Epilepsy,1060,180674,0.5866920531
99F,HF,Heart Failure,1515,180674,0.8385268495
99F,HF,Heart Failure due to LVD,305,180674,0.168812336
99F,HYP,Hypertension,31064,180674,17.193398054
99F,LD,Learning  Disabilities,584,180674,0.3232341123
99F,MH,Mental Health,1072,180674,0.5933338499
99F,OB,Obesity,12768,180674,7.0668718244
99F,OST,Osteoporosis,217,180674,0.120105826
99F,PAD,Peripheral Atrial Disease,1021,180674,0.5651062134
99F,PC,Palliative Care,442,180674,0.2446395165
99F,RA,Rheumatoid Arthritis,1372,180674,0.7593787706
99F,SMOK,Smoking Indicators,48403,180674,26.790240987
99F,STIA,Stroke,3109,180674,1.7207788614
99F,THY,Thyroid,8321,180674,4.6055326168
99G,AF,Atrial Fibrillation,2993,184595,1.6213873615
99G,AST,Asthma,11011,184595,5.9649502966
99G,CAN,Cancer,3668,184595,1.9870527371
99G,CHD,Coronary Heart Disease,6151,184595,3.3321595926
99G,CKD,Chronic Kidney Disease,4429,184595,2.3993065901
99G,COPD,Chronic Obstructive Pulmonary Disease,3560,184595,1.928546277
99G,CVDPP,Cardiovascular Disease - Primary Prevention,6143,184595,3.3278257808
99G,DEM,Dementia,1289,184595,0.6982854357
99G,DEP,Depression,9197,184595,4.9822584577
99G,DM,Diabetes,9201,184595,4.9844253636
99G,EP,Epilepsy,1254,184595,0.6793250088
99G,HF,Heart Failure,1563,184595,0.8467184918
99G,HF,Heart Failure due to LVD,397,184595,0.2150654135
99G,HYP,Hypertension,28186,184595,15.26910263
99G,LD,Learning  Disabilities,796,184595,0.4312142799
99G,MH,Mental Health,2041,184595,1.1056637504
99G,OB,Obesity,11601,184595,6.2845689212
99G,OST,Osteoporosis,178,184595,0.0964273138
99G,PAD,Peripheral Atrial Disease,907,184595,0.4913459194
99G,PC,Palliative Care,403,184595,0.2183157724
99G,RA,Rheumatoid Arthritis,1218,184595,0.6598228554
99G,SMOK,Smoking Indicators,45765,184595,24.792112462
99G,STIA,Stroke,3126,184595,1.6934369837
99G,THY,Thyroid,7638,184595,4.1377068718
99H,AF,Atrial Fibrillation,5068,297407,1.7040621102
99H,AST,Asthma,15655,297407,5.2638303739
99H,CAN,Cancer,7197,297407,2.4199161419
99H,CHD,Coronary Heart Disease,8680,297407,2.9185594152
99H,CKD,Chronic Kidney Disease,8869,297407,2.9821086928
99H,COPD,Chronic Obstructive Pulmonary Disease,3451,297407,1.1603627352
99H,CVDPP,Cardiovascular Disease - Primary Prevention,8758,297407,2.9447861012
99H,DEM,Dementia,2077,297407,0.6983695744
99H,DEP,Depression,13564,297407,4.5607534456
99H,DM,Diabetes,11354,297407,3.8176640093
99H,EP,Epilepsy,1578,297407,0.5305860319
99H,HF,Heart Failure,1500,297407,0.5043593459
99H,HF,Heart Failure due to LVD,263,297407,0.0884310053
99H,HYP,Hypertension,40662,297407,13.67217315
99H,LD,Learning  Disabilities,908,297407,0.3053055241
99H,MH,Mental Health,2071,297407,0.696352137
99H,OB,Obesity,10314,297407,3.4679748627
99H,OST,Osteoporosis,390,297407,0.1311334299
99H,PAD,Peripheral Atrial Disease,1374,297407,0.4619931609
99H,PC,Palliative Care,439,297407,0.1476091686
99H,RA,Rheumatoid Arthritis,1646,297407,0.5534503223
99H,SMOK,Smoking Indicators,65219,297407,21.929208122
99H,STIA,Stroke,4986,297407,1.6764904659
99H,THY,Thyroid,9603,297407,3.2289085328
99J,AF,Atrial Fibrillation,8789,469334,1.87265359
99J,AST,Asthma,26194,469334,5.5811000268
99J,CAN,Cancer,10941,469334,2.3311756659
99J,CHD,Coronary Heart Disease,13287,469334,2.8310329105
99J,CKD,Chronic Kidney Disease,17093,469334,3.6419692586
99J,COPD,Chronic Obstructive Pulmonary Disease,7012,469334,1.4940319687
99J,CVDPP,Cardiovascular Disease - Primary Prevention,12276,469334,2.6156212846
99J,DEM,Dementia,2933,469334,0.6249280896
99J,DEP,Depression,22864,469334,4.8715839892
99J,DM,Diabetes,20485,469334,4.3646955047
99J,EP,Epilepsy,2785,469334,0.5933940435
99J,HF,Heart Failure,2750,469334,0.5859366677
99J,HF,Heart Failure due to LVD,839,469334,0.1787639506
99J,HYP,Hypertension,63529,469334,13.535989295
99J,LD,Learning  Disabilities,1364,469334,0.2906245872
99J,MH,Mental Health,3347,469334,0.7131381916
99J,OB,Obesity,30311,469334,6.4583004854
99J,OST,Osteoporosis,678,469334,0.1444600221
99J,PAD,Peripheral Atrial Disease,2467,469334,0.5256384579
99J,PC,Palliative Care,1346,469334,0.2867893654
99J,RA,Rheumatoid Arthritis,2998,469334,0.6387775017
99J,SMOK,Smoking Indicators,107477,469334,22.899896449
99J,STIA,Stroke,8455,469334,1.8014889183
99J,THY,Thyroid,19219,469334,4.0949515697
99K,AF,Atrial Fibrillation,3382,166697,2.0288307528
99K,AST,Asthma,9758,166697,5.8537346203
99K,CAN,Cancer,4576,166697,2.7451003917
99K,CHD,Coronary Heart Disease,5327,166697,3.1956183975
99K,CKD,Chronic Kidney Disease,6521,166697,3.9118880364
99K,COPD,Chronic Obstructive Pulmonary Disease,2657,166697,1.5939099084
99K,CVDPP,Cardiovascular Disease - Primary Prevention,5409,166697,3.2448094447
99K,DEM,Dementia,1132,166697,0.6790764081
99K,DEP,Depression,9406,166697,5.6425730517
99K,DM,Diabetes,7287,166697,4.3714044044
99K,EP,Epilepsy,930,166697,0.5578984625
99K,HF,Heart Failure,1200,166697,0.7198689838
99K,HF,Heart Failure due to LVD,259,166697,0.1553717223
99K,HYP,Hypertension,24632,166697,14.776510675
99K,LD,Learning  Disabilities,667,166697,0.4001271769
99K,MH,Mental Health,1364,166697,0.8182510783
99K,OB,Obesity,9434,166697,5.6593699947
99K,OST,Osteoporosis,220,166697,0.1319759804
99K,PAD,Peripheral Atrial Disease,1051,166697,0.6304852517
99K,PC,Palliative Care,326,166697,0.1955644073
99K,RA,Rheumatoid Arthritis,1091,166697,0.6544808845
99K,SMOK,Smoking Indicators,47788,166697,28.6675825
99K,STIA,Stroke,3369,166697,2.0210321721
99K,THY,Thyroid,7591,166697,4.5537712136
99M,AF,Atrial Fibrillation,3054,220174,1.3870847602
99M,AST,Asthma,11955,220174,5.4297964337
99M,CAN,Cancer,4247,220174,1.928928938
99M,CHD,Coronary Heart Disease,5833,220174,2.649268306
99M,CKD,Chronic Kidney Disease,6083,220174,2.7628148646
99M,COPD,Chronic Obstructive Pulmonary Disease,2771,220174,1.2585500559
99M,CVDPP,Cardiovascular Disease - Primary Prevention,6623,220174,3.0080754312
99M,DEM,Dementia,1317,220174,0.5981632709
99M,DEP,Depression,12585,220174,5.7159337615
99M,DM,Diabetes,9173,220174,4.1662503293
99M,EP,Epilepsy,1201,220174,0.5454776677
99M,HF,Heart Failure,1130,220174,0.513230445
99M,HF,Heart Failure due to LVD,225,220174,0.1021919028
99M,HYP,Hypertension,28292,220174,12.849836947
99M,LD,Learning  Disabilities,606,220174,0.2752368581
99M,MH,Mental Health,1560,220174,0.7085305259
99M,OB,Obesity,13267,220174,6.0256887734
99M,OST,Osteoporosis,250,220174,0.1135465586
99M,PAD,Peripheral Atrial Disease,1093,220174,0.4964255543
99M,PC,Palliative Care,374,220174,0.1698656517
99M,RA,Rheumatoid Arthritis,1009,220174,0.4582739106
99M,SMOK,Smoking Indicators,47781,220174,21.701472472
99M,STIA,Stroke,3166,220174,1.4379536185
99M,THY,Thyroid,7027,220174,3.19156667
99N,AF,Atrial Fibrillation,9285,478210,1.9416156082
99N,AST,Asthma,29737,478210,6.218397775
99N,CAN,Cancer,12728,478210,2.6615921875
99N,CHD,Coronary Heart Disease,15759,478210,3.2954141486
99N,CKD,Chronic Kidney Disease,12437,478210,2.6007402606
99N,COPD,Chronic Obstructive Pulmonary Disease,7738,478210,1.6181175634
99N,CVDPP,Cardiovascular Disease - Primary Prevention,13697,478210,2.864222831
99N,DEM,Dementia,3185,478210,0.6660253863
99N,DEP,Depression,22300,478210,4.6632232701
99N,DM,Diabetes,21788,478210,4.5561573367
99N,EP,Epilepsy,3094,478210,0.6469960896
99N,HF,Heart Failure,3586,478210,0.7498797599
99N,HF,Heart Failure due to LVD,1153,478210,0.2411074632
99N,HYP,Hypertension,70852,478210,14.816084984
99N,LD,Learning  Disabilities,1722,478210,0.3600928462
